weight,mag_pct,subject,pen_mult,n_seizures,tp,fp,n_ref,n_hyp,sensitivity,precision,f1,fp_per_day,fp_rate_full,mean_lat_s,n_inter_h
old_locked,80.0,chb06,0.3,10,2,83,10,128,0.2,0.023529411764705882,0.042105263157894736,29.87253186703324,29.85014985014985,-20.0,66.68
old_locked,80.0,chb06,0.5,10,2,64,10,93,0.2,0.030303030303030304,0.05263157894736842,23.034241439640088,23.01698301698302,-20.0,66.68
old_locked,80.0,chb06,1.0,10,0,41,10,55,0.0,0.0,0.0,14.756310922269432,14.745254745254746,nan,66.68
old_locked,80.0,chb06,2.0,10,0,20,10,29,0.0,0.0,0.0,7.198200449887527,7.1928071928071935,nan,66.68
old_locked,80.0,chb06,5.0,10,0,10,10,14,0.0,0.0,0.0,3.5991002249437636,3.5964035964035967,nan,66.68
old_locked,80.0,chb06,10.0,10,0,5,10,8,0.0,0.0,0.0,1.7995501124718818,1.7982017982017984,nan,66.68
old_locked,40.0,chb13,0.3,12,11,115,12,268,0.9166666666666666,0.0873015873015873,0.15942028985507245,84.04384896467721,83.63636363636364,-2.909090909090909,32.84
old_locked,40.0,chb13,0.5,12,11,101,12,216,0.9166666666666666,0.09821428571428571,0.1774193548387097,73.8124238733252,73.45454545454545,-4.7272727272727275,32.84
old_locked,40.0,chb13,1.0,12,9,76,12,137,0.75,0.10588235294117647,0.18556701030927836,55.542021924482334,55.27272727272727,-0.4444444444444444,32.84
old_locked,40.0,chb13,2.0,12,9,52,12,93,0.75,0.14754098360655737,0.2465753424657534,38.00243605359317,37.81818181818182,6.222222222222222,32.84
old_locked,40.0,chb13,5.0,12,6,24,12,40,0.5,0.2,0.2857142857142857,17.53958587088916,17.454545454545453,4.0,32.84
old_locked,40.0,chb13,10.0,12,3,12,12,18,0.25,0.2,0.2222222222222222,8.76979293544458,8.727272727272727,-4.0,32.84
old_locked,50.0,chb13,0.3,12,11,94,12,229,0.9166666666666666,0.10476190476190476,0.18803418803418803,68.6967113276492,68.36363636363636,-2.909090909090909,32.84
old_locked,50.0,chb13,0.5,12,11,82,12,186,0.9166666666666666,0.11827956989247312,0.20952380952380953,59.92691839220463,59.63636363636363,-4.7272727272727275,32.84
old_locked,50.0,chb13,1.0,12,9,62,12,118,0.75,0.1267605633802817,0.21686746987951808,45.310596833130326,45.09090909090909,-0.4444444444444444,32.84
old_locked,50.0,chb13,2.0,12,8,43,12,78,0.6666666666666666,0.1568627450980392,0.25396825396825395,31.425091352009744,31.272727272727273,5.0,32.84
old_locked,50.0,chb13,5.0,12,6,22,12,35,0.5,0.21428571428571427,0.3,16.077953714981728,16.0,4.0,32.84
old_locked,50.0,chb13,10.0,12,3,10,12,16,0.25,0.23076923076923078,0.24,7.308160779537149,7.2727272727272725,-4.0,32.84
old_locked,55.0,chb13,0.3,12,11,84,12,210,0.9166666666666666,0.11578947368421053,0.205607476635514,61.38855054811205,61.09090909090909,-2.909090909090909,32.84
old_locked,55.0,chb13,0.5,12,9,73,12,169,0.75,0.10975609756097561,0.19148936170212766,53.349573690621185,53.09090909090909,-2.6666666666666665,32.84
old_locked,55.0,chb13,1.0,12,9,54,12,109,0.75,0.14285714285714285,0.24,39.4640682095006,39.27272727272727,-0.4444444444444444,32.84
old_locked,55.0,chb13,2.0,12,8,40,12,71,0.6666666666666666,0.16666666666666666,0.26666666666666666,29.232643118148594,29.09090909090909,5.0,32.84
old_locked,55.0,chb13,5.0,12,6,20,12,33,0.5,0.23076923076923078,0.3157894736842105,14.616321559074297,14.545454545454545,4.0,32.84
old_locked,55.0,chb13,10.0,12,3,9,12,15,0.25,0.25,0.25,6.577344701583435,6.545454545454546,-4.0,32.84
old_locked,60.0,chb13,0.3,12,10,72,12,189,0.8333333333333334,0.12195121951219512,0.2127659574468085,52.61875761266748,52.36363636363637,-2.4,32.84
old_locked,60.0,chb13,0.5,12,9,65,12,153,0.75,0.12162162162162163,0.20930232558139536,47.50304506699147,47.27272727272727,-2.6666666666666665,32.84
old_locked,60.0,chb13,1.0,12,9,51,12,99,0.75,0.15,0.25,37.27161997563946,37.09090909090909,-0.4444444444444444,32.84
old_locked,60.0,chb13,2.0,12,8,38,12,65,0.6666666666666666,0.17391304347826086,0.27586206896551724,27.771010962241167,27.636363636363637,5.0,32.84
old_locked,60.0,chb13,5.0,12,6,17,12,30,0.5,0.2608695652173913,0.34285714285714286,12.423873325213155,12.363636363636363,4.0,32.84
old_locked,60.0,chb13,10.0,12,3,8,12,14,0.25,0.2727272727272727,0.2608695652173913,5.84652862362972,5.818181818181818,-4.0,32.84
old_locked,65.0,chb13,0.3,12,9,62,12,168,0.75,0.1267605633802817,0.21686746987951808,45.310596833130326,45.09090909090909,-2.6666666666666665,32.84
old_locked,65.0,chb13,0.5,12,9,55,12,138,0.75,0.140625,0.23684210526315788,40.19488428745432,40.0,-2.6666666666666665,32.84
old_locked,65.0,chb13,1.0,12,8,43,12,86,0.6666666666666666,0.1568627450980392,0.25396825396825395,31.425091352009744,31.272727272727273,7.5,32.84
old_locked,65.0,chb13,2.0,12,8,34,12,58,0.6666666666666666,0.19047619047619047,0.2962962962962963,24.84774665042631,24.727272727272727,12.5,32.84
old_locked,65.0,chb13,5.0,12,6,16,12,27,0.5,0.2727272727272727,0.35294117647058826,11.69305724725944,11.636363636363637,14.0,32.84
old_locked,65.0,chb13,10.0,12,3,7,12,13,0.25,0.3,0.2727272727272727,5.115712545676004,5.090909090909091,-4.0,32.84
old_locked,70.0,chb13,0.3,12,9,53,12,148,0.75,0.14516129032258066,0.24324324324324326,38.73325213154689,38.54545454545455,-2.6666666666666665,32.84
old_locked,70.0,chb13,0.5,12,9,48,12,121,0.75,0.15789473684210525,0.2608695652173913,35.07917174177832,34.90909090909091,-2.6666666666666665,32.84
old_locked,70.0,chb13,1.0,12,8,39,12,77,0.6666666666666666,0.1702127659574468,0.2711864406779661,28.50182704019488,28.363636363636363,7.5,32.84
old_locked,70.0,chb13,2.0,12,8,29,12,52,0.6666666666666666,0.21621621621621623,0.32653061224489793,21.193666260657732,21.09090909090909,12.5,32.84
old_locked,70.0,chb13,5.0,12,6,14,12,25,0.5,0.3,0.375,10.231425091352008,10.181818181818182,14.0,32.84
old_locked,70.0,chb13,10.0,12,3,6,12,12,0.25,0.3333333333333333,0.2857142857142857,4.38489646772229,4.363636363636363,-4.0,32.84
old_locked,75.0,chb13,0.3,12,9,46,12,127,0.75,0.16363636363636364,0.26865671641791045,33.61753958587089,33.45454545454545,1.7777777777777777,32.84
old_locked,75.0,chb13,0.5,12,9,40,12,102,0.75,0.1836734693877551,0.29508196721311475,29.232643118148594,29.09090909090909,6.222222222222222,32.84
old_locked,75.0,chb13,1.0,12,8,34,12,67,0.6666666666666666,0.19047619047619047,0.2962962962962963,24.84774665042631,24.727272727272727,12.5,32.84
old_locked,75.0,chb13,2.0,12,8,26,12,46,0.6666666666666666,0.23529411764705882,0.34782608695652173,19.001218026796586,18.90909090909091,12.5,32.84
old_locked,75.0,chb13,5.0,12,6,11,12,21,0.5,0.35294117647058826,0.41379310344827586,8.038976857490864,8.0,27.333333333333332,32.84
old_locked,75.0,chb13,10.0,12,3,5,12,10,0.25,0.375,0.3,3.6540803897685743,3.6363636363636362,-4.0,32.84
old_locked,80.0,chb13,0.3,12,8,38,12,103,0.6666666666666666,0.17391304347826086,0.27586206896551724,27.771010962241167,27.636363636363637,5.0,32.84
old_locked,80.0,chb13,0.5,12,8,33,12,85,0.6666666666666666,0.1951219512195122,0.3018867924528302,24.11693057247259,24.0,10.0,32.84
old_locked,80.0,chb13,1.0,12,8,28,12,58,0.6666666666666666,0.2222222222222222,0.3333333333333333,20.462850182704017,20.363636363636363,12.5,32.84
old_locked,80.0,chb13,2.0,12,7,20,12,38,0.5833333333333334,0.25925925925925924,0.358974358974359,14.616321559074297,14.545454545454545,8.0,32.84
old_locked,80.0,chb13,5.0,12,6,9,12,18,0.5,0.4,0.4444444444444444,6.577344701583435,6.545454545454546,27.333333333333332,32.84
old_locked,80.0,chb13,10.0,12,1,4,12,6,0.08333333333333333,0.2,0.11764705882352941,2.92326431181486,2.909090909090909,-12.0,32.84
old_locked,40.0,chb14,0.3,8,7,178,8,349,0.875,0.03783783783783784,0.07253886010362694,164.65247740996102,164.30769230769232,12.5,25.95
old_locked,40.0,chb14,0.5,8,7,157,8,270,0.875,0.042682926829268296,0.08139534883720931,145.22718513125778,144.92307692307693,2.2857142857142856,25.95
old_locked,40.0,chb14,1.0,8,7,113,8,163,0.875,0.058333333333333334,0.109375,104.52657273778425,104.30769230769232,13.714285714285714,25.95
old_locked,40.0,chb14,2.0,8,6,72,8,97,0.75,0.07692307692307693,0.13953488372093023,66.6010020984112,66.46153846153847,18.0,25.95
old_locked,40.0,chb14,5.0,8,1,27,8,31,0.125,0.03571428571428571,0.05555555555555555,24.975375786904202,24.923076923076923,-16.0,25.95
old_locked,40.0,chb14,10.0,8,0,17,8,17,0.0,0.0,0.0,15.725236606569311,15.692307692307693,nan,25.95
old_locked,50.0,chb14,0.3,8,7,151,8,292,0.875,0.04430379746835443,0.08433734939759036,139.67710162305684,139.3846153846154,2.2857142857142856,25.95
old_locked,50.0,chb14,0.5,8,7,137,8,227,0.875,0.04861111111111111,0.09210526315789473,126.72690677058799,126.46153846153847,2.2857142857142856,25.95
old_locked,50.0,chb14,1.0,8,7,97,8,137,0.875,0.0673076923076923,0.125,89.72635004924842,89.53846153846155,13.714285714285714,25.95
old_locked,50.0,chb14,2.0,8,5,60,8,81,0.625,0.07692307692307693,0.136986301369863,55.50083508200933,55.38461538461539,10.4,25.95
old_locked,50.0,chb14,5.0,8,1,22,8,26,0.125,0.043478260869565216,0.06451612903225806,20.350306196736756,20.30769230769231,-16.0,25.95
old_locked,50.0,chb14,10.0,8,0,14,8,14,0.0,0.0,0.0,12.950194852468844,12.923076923076923,nan,25.95
old_locked,55.0,chb14,0.3,8,7,144,8,264,0.875,0.046357615894039736,0.0880503144654088,133.2020041968224,132.92307692307693,2.2857142857142856,25.95
old_locked,55.0,chb14,0.5,8,7,127,8,205,0.875,0.05223880597014925,0.09859154929577464,117.4767675902531,117.23076923076924,13.714285714285714,25.95
old_locked,55.0,chb14,1.0,8,7,87,8,124,0.875,0.07446808510638298,0.13725490196078433,80.47621086891354,80.3076923076923,13.714285714285714,25.95
old_locked,55.0,chb14,2.0,8,5,54,8,73,0.625,0.0847457627118644,0.14925373134328357,49.950751573808404,49.84615384615385,10.4,25.95
old_locked,55.0,chb14,5.0,8,1,20,8,24,0.125,0.047619047619047616,0.06896551724137931,18.50027836066978,18.461538461538463,-16.0,25.95
old_locked,55.0,chb14,10.0,8,0,13,8,13,0.0,0.0,0.0,12.025180934435355,12.0,nan,25.95
old_locked,60.0,chb14,0.3,8,7,129,8,236,0.875,0.051470588235294115,0.09722222222222222,119.32679542632007,119.07692307692308,2.2857142857142856,25.95
old_locked,60.0,chb14,0.5,8,7,116,8,184,0.875,0.056910569105691054,0.10687022900763359,107.30161449188472,107.07692307692308,13.714285714285714,25.95
old_locked,60.0,chb14,1.0,8,6,79,8,110,0.75,0.07058823529411765,0.12903225806451613,73.07609952464563,72.92307692307693,6.666666666666667,25.95
old_locked,60.0,chb14,2.0,8,5,49,8,66,0.625,0.09259259259259259,0.16129032258064516,45.32568198364096,45.23076923076923,10.4,25.95
old_locked,60.0,chb14,5.0,8,1,17,8,21,0.125,0.05555555555555555,0.07692307692307693,15.725236606569311,15.692307692307693,-16.0,25.95
old_locked,60.0,chb14,10.0,8,0,11,8,11,0.0,0.0,0.0,10.175153098368378,10.153846153846155,nan,25.95
old_locked,65.0,chb14,0.3,8,7,116,8,208,0.875,0.056910569105691054,0.10687022900763359,107.30161449188472,107.07692307692308,13.714285714285714,25.95
old_locked,65.0,chb14,0.5,8,7,101,8,162,0.875,0.06481481481481481,0.1206896551724138,93.4264057213824,93.23076923076924,13.714285714285714,25.95
old_locked,65.0,chb14,1.0,8,6,72,8,97,0.75,0.07692307692307693,0.13953488372093023,66.6010020984112,66.46153846153847,6.666666666666667,25.95
old_locked,65.0,chb14,2.0,8,5,42,8,58,0.625,0.10638297872340426,0.18181818181818182,38.850584557406535,38.769230769230774,10.4,25.95
old_locked,65.0,chb14,5.0,8,1,15,8,19,0.125,0.0625,0.08333333333333333,13.875208770502333,13.846153846153847,-16.0,25.95
old_locked,65.0,chb14,10.0,8,0,10,8,10,0.0,0.0,0.0,9.25013918033489,9.230769230769232,nan,25.95
old_locked,70.0,chb14,0.3,8,7,99,8,180,0.875,0.0660377358490566,0.12280701754385964,91.57637788531541,91.38461538461539,13.714285714285714,25.95
old_locked,70.0,chb14,0.5,8,7,91,8,140,0.875,0.07142857142857142,0.1320754716981132,84.1762665410475,84.0,13.714285714285714,25.95
old_locked,70.0,chb14,1.0,8,6,62,8,84,0.75,0.08823529411764706,0.15789473684210525,57.35086291807632,57.23076923076923,6.666666666666667,25.95
old_locked,70.0,chb14,2.0,8,5,36,8,51,0.625,0.12195121951219512,0.20408163265306123,33.3005010492056,33.23076923076923,10.4,25.95
old_locked,70.0,chb14,5.0,8,1,12,8,16,0.125,0.07692307692307693,0.09523809523809523,11.100167016401867,11.076923076923078,-16.0,25.95
old_locked,70.0,chb14,10.0,8,0,9,8,9,0.0,0.0,0.0,8.3251252623014,8.307692307692308,nan,25.95
old_locked,75.0,chb14,0.3,8,6,83,8,151,0.75,0.06741573033707865,0.12371134020618557,76.77615519677958,76.61538461538463,6.666666666666667,25.95
old_locked,75.0,chb14,0.5,8,5,75,8,116,0.625,0.0625,0.11363636363636363,69.37604385251167,69.23076923076924,13.333333333333334,25.95
old_locked,75.0,chb14,1.0,8,5,53,8,71,0.625,0.08620689655172414,0.15151515151515152,49.02573765577491,48.92307692307693,10.4,25.95
old_locked,75.0,chb14,2.0,8,3,30,8,40,0.375,0.09090909090909091,0.14634146341463414,27.750417541004666,27.692307692307693,6.666666666666667,25.95
old_locked,75.0,chb14,5.0,8,1,11,8,14,0.125,0.08333333333333333,0.1,10.175153098368378,10.153846153846155,64.0,25.95
old_locked,75.0,chb14,10.0,8,0,7,8,7,0.0,0.0,0.0,6.475097426234422,6.461538461538462,nan,25.95
old_locked,80.0,chb14,0.3,8,5,65,8,120,0.625,0.07142857142857142,0.1282051282051282,60.12590467217678,60.00000000000001,13.333333333333334,25.95
old_locked,80.0,chb14,0.5,8,5,59,8,93,0.625,0.078125,0.1388888888888889,54.575821163975846,54.46153846153847,13.333333333333334,25.95
old_locked,80.0,chb14,1.0,8,5,41,8,58,0.625,0.10869565217391304,0.18518518518518517,37.92557063937305,37.84615384615385,10.4,25.95
old_locked,80.0,chb14,2.0,8,2,24,8,32,0.25,0.07692307692307693,0.11764705882352941,22.200334032803735,22.153846153846157,-22.0,25.95
old_locked,80.0,chb14,5.0,8,1,8,8,11,0.125,0.1111111111111111,0.11764705882352941,7.400111344267911,7.384615384615385,64.0,25.95
old_locked,80.0,chb14,10.0,8,0,6,8,6,0.0,0.0,0.0,5.550083508200934,5.538461538461539,nan,25.95
old_locked,40.0,chb15,0.3,20,19,180,20,402,0.95,0.09547738693467336,0.1735159817351598,109.54272673484911,107.9760053321484,7.7894736842105265,39.44
old_locked,40.0,chb15,0.5,20,19,153,20,304,0.95,0.11046511627906977,0.19791666666666666,93.11131772462176,91.77960453232615,15.157894736842104,39.44
old_locked,40.0,chb15,1.0,20,18,102,20,197,0.9,0.15,0.2571428571428571,62.074211816414504,61.18640302155077,17.11111111111111,39.44
old_locked,40.0,chb15,2.0,20,18,62,20,115,0.9,0.225,0.36,37.7313836531147,37.19173516996223,27.11111111111111,39.44
old_locked,40.0,chb15,5.0,20,17,28,20,63,0.85,0.37777777777777777,0.5230769230769231,17.039979714309865,16.796267496111973,29.647058823529413,39.44
old_locked,40.0,chb15,10.0,20,13,19,20,45,0.65,0.40625,0.5,11.562843377567408,11.397467229504555,32.61538461538461,39.44
old_locked,50.0,chb15,0.3,20,19,156,20,349,0.95,0.10857142857142857,0.19487179487179487,94.93702983686924,93.57920462119529,13.052631578947368,39.44
old_locked,50.0,chb15,0.5,20,19,123,20,266,0.95,0.13380281690140844,0.2345679012345679,74.8541966021469,73.78360364363475,15.157894736842104,39.44
old_locked,50.0,chb15,1.0,20,18,83,20,172,0.9,0.1782178217821782,0.2975206611570248,50.5113684388471,49.78893579204621,26.0,39.44
old_locked,50.0,chb15,2.0,20,18,51,20,102,0.9,0.2608695652173913,0.4044943820224719,31.037105908207252,30.593201510775383,31.555555555555557,39.44
old_locked,50.0,chb15,5.0,20,17,23,20,58,0.85,0.425,0.5666666666666667,13.997126193897387,13.796934014663409,29.647058823529413,39.44
old_locked,50.0,chb15,10.0,20,13,16,20,42,0.65,0.4482758620689655,0.5306122448979592,9.737131265319922,9.597867140635413,32.61538461538461,39.44
old_locked,55.0,chb15,0.3,20,19,137,20,322,0.95,0.12179487179487179,0.2159090909090909,83.37418645930184,82.18173739169073,13.052631578947368,39.44
old_locked,55.0,chb15,0.5,20,19,111,20,245,0.95,0.14615384615384616,0.25333333333333335,67.55134815315697,66.58520328815818,15.157894736842104,39.44
old_locked,55.0,chb15,1.0,20,18,75,20,159,0.9,0.1935483870967742,0.3185840707964602,45.642802806187134,44.9900022217285,30.444444444444443,39.44
old_locked,55.0,chb15,2.0,20,18,46,20,95,0.9,0.28125,0.42857142857142855,27.994252387794774,27.593868029326817,31.555555555555557,39.44
old_locked,55.0,chb15,5.0,20,17,21,20,56,0.85,0.4473684210526316,0.5862068965517241,12.779984785732399,12.597200622083982,29.647058823529413,39.44
old_locked,55.0,chb15,10.0,20,13,14,20,40,0.65,0.48148148148148145,0.5531914893617021,8.519989857154933,8.398133748055987,32.61538461538461,39.44
old_locked,60.0,chb15,0.3,20,19,117,20,294,0.95,0.13970588235294118,0.24358974358974358,71.20277237765194,70.18440346589647,13.052631578947368,39.44
old_locked,60.0,chb15,0.5,20,19,96,20,224,0.95,0.16521739130434782,0.2814814814814815,58.42278759191953,57.587202843812484,22.526315789473685,39.44
old_locked,60.0,chb15,1.0,20,18,69,20,147,0.9,0.20689655172413793,0.3364485981308411,41.99137858169217,41.39080204399022,30.444444444444443,39.44
old_locked,60.0,chb15,2.0,20,18,42,20,89,0.9,0.3,0.45,25.559969571464798,25.194401244167963,31.555555555555557,39.44
old_locked,60.0,chb15,5.0,20,17,19,20,53,0.85,0.4722222222222222,0.6071428571428571,11.562843377567408,11.397467229504555,29.647058823529413,39.44
old_locked,60.0,chb15,10.0,20,13,12,20,38,0.65,0.52,0.5777777777777777,7.302848448989941,7.1984003554765605,32.61538461538461,39.44
old_locked,65.0,chb15,0.3,20,19,102,20,266,0.95,0.15702479338842976,0.2695035460992908,62.074211816414504,61.18640302155077,20.42105263157895,39.44
old_locked,65.0,chb15,0.5,20,19,86,20,204,0.95,0.18095238095238095,0.304,52.33708055109457,51.58853588091535,22.526315789473685,39.44
old_locked,65.0,chb15,1.0,20,18,63,20,134,0.9,0.2222222222222222,0.3564356435643564,38.33995435719719,37.791601866251945,30.444444444444443,39.44
old_locked,65.0,chb15,2.0,20,18,37,20,82,0.9,0.32727272727272727,0.48,22.51711605105232,22.195067762719393,34.888888888888886,39.44
old_locked,65.0,chb15,5.0,20,17,17,20,50,0.85,0.5,0.6296296296296297,10.345701969402418,10.197733836925128,29.647058823529413,39.44
old_locked,65.0,chb15,10.0,20,13,11,20,37,0.65,0.5416666666666666,0.5909090909090909,6.6942777449074455,6.598533659186847,32.61538461538461,39.44
old_locked,70.0,chb15,0.3,20,19,84,20,238,0.95,0.18446601941747573,0.3089430894308943,51.119939142929596,50.38880248833593,20.42105263157895,39.44
old_locked,70.0,chb15,0.5,20,18,74,20,184,0.9,0.1956521739130435,0.32142857142857145,45.03423210210464,44.39013552543879,23.77777777777778,39.44
old_locked,70.0,chb15,1.0,20,18,56,20,123,0.9,0.24324324324324326,0.3829787234042553,34.07995942861973,33.592534992223946,30.444444444444443,39.44
old_locked,70.0,chb15,2.0,20,17,33,20,75,0.85,0.34,0.4857142857142857,20.08283323472234,19.795600977560543,28.470588235294116,39.44
old_locked,70.0,chb15,5.0,20,16,14,20,46,0.8,0.5333333333333333,0.64,8.519989857154933,8.398133748055987,23.25,39.44
old_locked,70.0,chb15,10.0,20,13,9,20,34,0.65,0.5909090909090909,0.6190476190476191,5.477136336742456,5.39880026660742,32.61538461538461,39.44
old_locked,75.0,chb15,0.3,20,18,71,20,211,0.9,0.20224719101123595,0.3302752293577982,43.20851998985715,42.59053543656965,21.555555555555557,39.44
old_locked,75.0,chb15,0.5,20,18,64,20,164,0.9,0.21951219512195122,0.35294117647058826,38.94852506127969,38.391468562541654,23.77777777777778,39.44
old_locked,75.0,chb15,1.0,20,18,46,20,111,0.9,0.28125,0.42857142857142855,27.994252387794774,27.593868029326817,30.444444444444443,39.44
old_locked,75.0,chb15,2.0,20,17,27,20,67,0.85,0.38636363636363635,0.53125,16.43140901022737,16.19640079982226,28.470588235294116,39.44
old_locked,75.0,chb15,5.0,20,16,12,20,43,0.8,0.5714285714285714,0.6666666666666666,7.302848448989941,7.1984003554765605,23.25,39.44
old_locked,75.0,chb15,10.0,20,13,8,20,33,0.65,0.6190476190476191,0.6341463414634146,4.868565632659961,4.798933570317707,32.61538461538461,39.44
old_locked,80.0,chb15,0.3,20,18,60,20,183,0.9,0.23076923076923078,0.3673469387755102,36.51424224494971,35.992001777382804,26.0,39.44
old_locked,80.0,chb15,0.5,20,18,51,20,143,0.9,0.2608695652173913,0.4044943820224719,31.037105908207252,30.593201510775383,28.22222222222222,39.44
old_locked,80.0,chb15,1.0,20,18,39,20,98,0.9,0.3157894736842105,0.4675324675324675,23.73425745921731,23.394801155298822,33.77777777777778,39.44
old_locked,80.0,chb15,2.0,20,16,21,20,60,0.8,0.43243243243243246,0.5614035087719298,12.779984785732399,12.597200622083982,22.0,39.44
old_locked,80.0,chb15,5.0,20,16,9,20,40,0.8,0.64,0.7111111111111111,5.477136336742456,5.39880026660742,23.25,39.44
old_locked,80.0,chb15,10.0,20,13,6,20,31,0.65,0.6842105263157895,0.6666666666666666,3.6514242244949706,3.5992001777382803,32.61538461538461,39.44
old_locked,40.0,chb16,0.3,10,9,58,10,120,0.9,0.13432835820895522,0.23376623376623376,73.38331771321462,73.26315789473685,-4.0,18.97
old_locked,40.0,chb16,0.5,10,9,48,10,96,0.9,0.15789473684210525,0.26865671641791045,60.73102155576383,60.631578947368425,-4.0,18.97
old_locked,40.0,chb16,1.0,10,6,35,10,54,0.6,0.14634146341463414,0.23529411764705882,44.283036551077785,44.21052631578947,16.0,18.97
old_locked,40.0,chb16,2.0,10,3,23,10,32,0.3,0.11538461538461539,0.16666666666666666,29.100281162136834,29.05263157894737,-2.6666666666666665,18.97
old_locked,40.0,chb16,5.0,10,0,13,10,17,0.0,0.0,0.0,16.447985004686036,16.42105263157895,nan,18.97
old_locked,40.0,chb16,10.0,10,0,7,10,7,0.0,0.0,0.0,8.856607310215558,8.842105263157896,nan,18.97
old_locked,50.0,chb16,0.3,10,9,49,10,102,0.9,0.15517241379310345,0.2647058823529412,61.996251171508916,61.89473684210527,-4.0,18.97
old_locked,50.0,chb16,0.5,10,8,45,10,79,0.8,0.1509433962264151,0.25396825396825395,56.935332708528584,56.8421052631579,-1.5,18.97
old_locked,50.0,chb16,1.0,10,5,29,10,45,0.5,0.14705882352941177,0.22727272727272727,36.69165885660731,36.631578947368425,12.0,18.97
old_locked,50.0,chb16,2.0,10,2,18,10,26,0.2,0.1,0.13333333333333333,22.774133083411435,22.736842105263158,10.0,18.97
old_locked,50.0,chb16,5.0,10,0,12,10,15,0.0,0.0,0.0,15.182755388940958,15.157894736842106,nan,18.97
old_locked,50.0,chb16,10.0,10,0,6,10,6,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
old_locked,55.0,chb16,0.3,10,9,46,10,92,0.9,0.16363636363636364,0.27692307692307694,58.20056232427367,58.10526315789474,2.6666666666666665,18.97
old_locked,55.0,chb16,0.5,10,7,41,10,70,0.7,0.14583333333333334,0.2413793103448276,51.874414245548266,51.78947368421053,10.857142857142858,18.97
old_locked,55.0,chb16,1.0,10,5,28,10,41,0.5,0.15151515151515152,0.23255813953488372,35.426429240862234,35.36842105263158,12.0,18.97
old_locked,55.0,chb16,2.0,10,2,17,10,24,0.2,0.10526315789473684,0.13793103448275862,21.508903467666354,21.473684210526315,10.0,18.97
old_locked,55.0,chb16,5.0,10,0,10,10,13,0.0,0.0,0.0,12.652296157450799,12.631578947368421,nan,18.97
old_locked,55.0,chb16,10.0,10,0,5,10,5,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
old_locked,60.0,chb16,0.3,10,7,41,10,79,0.7,0.14583333333333334,0.2413793103448276,51.874414245548266,51.78947368421053,10.857142857142858,18.97
old_locked,60.0,chb16,0.5,10,7,37,10,63,0.7,0.1590909090909091,0.25925925925925924,46.813495782567955,46.73684210526316,10.857142857142858,18.97
old_locked,60.0,chb16,1.0,10,4,26,10,36,0.4,0.13333333333333333,0.2,32.89597000937207,32.8421052631579,22.0,18.97
old_locked,60.0,chb16,2.0,10,2,15,10,21,0.2,0.11764705882352941,0.14814814814814814,18.978444236176195,18.947368421052634,10.0,18.97
old_locked,60.0,chb16,5.0,10,0,9,10,12,0.0,0.0,0.0,11.387066541705718,11.368421052631579,nan,18.97
old_locked,60.0,chb16,10.0,10,0,5,10,5,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
old_locked,65.0,chb16,0.3,10,7,36,10,70,0.7,0.16279069767441862,0.2641509433962264,45.54826616682287,45.473684210526315,10.857142857142858,18.97
old_locked,65.0,chb16,0.5,10,7,32,10,56,0.7,0.1794871794871795,0.2857142857142857,40.48734770384255,40.42105263157895,10.857142857142858,18.97
old_locked,65.0,chb16,1.0,10,4,23,10,32,0.4,0.14814814814814814,0.21621621621621623,29.100281162136834,29.05263157894737,22.0,18.97
old_locked,65.0,chb16,2.0,10,2,13,10,18,0.2,0.13333333333333333,0.16,16.447985004686036,16.42105263157895,10.0,18.97
old_locked,65.0,chb16,5.0,10,0,7,10,10,0.0,0.0,0.0,8.856607310215558,8.842105263157896,nan,18.97
old_locked,65.0,chb16,10.0,10,0,4,10,4,0.0,0.0,0.0,5.060918462980319,5.052631578947369,nan,18.97
old_locked,70.0,chb16,0.3,10,6,31,10,61,0.6,0.16216216216216217,0.2553191489361702,39.222118088097474,39.15789473684211,6.666666666666667,18.97
old_locked,70.0,chb16,0.5,10,4,31,10,47,0.4,0.11428571428571428,0.17777777777777778,39.222118088097474,39.15789473684211,22.0,18.97
old_locked,70.0,chb16,1.0,10,4,20,10,29,0.4,0.16666666666666666,0.23529411764705882,25.304592314901598,25.263157894736842,22.0,18.97
old_locked,70.0,chb16,2.0,10,1,11,10,15,0.1,0.08333333333333333,0.09090909090909091,13.917525773195877,13.894736842105264,48.0,18.97
old_locked,70.0,chb16,5.0,10,0,6,10,9,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
old_locked,70.0,chb16,10.0,10,0,4,10,4,0.0,0.0,0.0,5.060918462980319,5.052631578947369,nan,18.97
old_locked,75.0,chb16,0.3,10,4,29,10,50,0.4,0.12121212121212122,0.18604651162790697,36.69165885660731,36.631578947368425,22.0,18.97
old_locked,75.0,chb16,0.5,10,4,26,10,40,0.4,0.13333333333333333,0.2,32.89597000937207,32.8421052631579,22.0,18.97
old_locked,75.0,chb16,1.0,10,2,17,10,22,0.2,0.10526315789473684,0.13793103448275862,21.508903467666354,21.473684210526315,10.0,18.97
old_locked,75.0,chb16,2.0,10,0,9,10,12,0.0,0.0,0.0,11.387066541705718,11.368421052631579,nan,18.97
