weight,mag_pct,subject,pen_mult,n_seizures,tp,fp,n_ref,n_hyp,sensitivity,precision,f1,fp_per_day,fp_rate_full,mean_lat_s,n_inter_h
new_decision19,70.0,chb06,2.0,10,1,32,10,44,0.1,0.030303030303030304,0.046511627906976744,11.517120719820044,11.50849150849151,-12.0,66.68
new_decision19,70.0,chb06,5.0,10,0,15,10,19,0.0,0.0,0.0,5.398650337415646,5.394605394605395,nan,66.68
new_decision19,70.0,chb06,10.0,10,0,8,10,11,0.0,0.0,0.0,2.879280179955011,2.8771228771228774,nan,66.68
new_decision19,75.0,chb06,0.3,10,3,114,10,165,0.3,0.02564102564102564,0.047244094488188976,41.02974256435891,40.999000999001,-14.666666666666666,66.68
new_decision19,75.0,chb06,0.5,10,3,89,10,118,0.3,0.03260869565217391,0.058823529411764705,32.0319920019995,32.00799200799201,-14.666666666666666,66.68
new_decision19,75.0,chb06,1.0,10,2,56,10,72,0.2,0.034482758620689655,0.058823529411764705,20.154961259685077,20.13986013986014,-8.0,66.68
new_decision19,75.0,chb06,2.0,10,0,27,10,36,0.0,0.0,0.0,9.717570607348161,9.710289710289711,nan,66.68
new_decision19,75.0,chb06,5.0,10,0,12,10,16,0.0,0.0,0.0,4.318920269932517,4.315684315684316,nan,66.68
new_decision19,75.0,chb06,10.0,10,0,6,10,9,0.0,0.0,0.0,2.1594601349662583,2.157842157842158,nan,66.68
new_decision19,80.0,chb06,0.3,10,3,88,10,133,0.3,0.03296703296703297,0.0594059405940594,31.672081979505123,31.64835164835165,-14.666666666666666,66.68
new_decision19,80.0,chb06,0.5,10,2,70,10,94,0.2,0.027777777777777776,0.04878048780487805,25.19370157460635,25.174825174825177,-8.0,66.68
new_decision19,80.0,chb06,1.0,10,2,43,10,58,0.2,0.044444444444444446,0.07272727272727272,15.476130967258182,15.464535464535466,-8.0,66.68
